"","y","z"
"543",0,1
"544",0,1
"545",0,1
"546",0,1
"547",5.47990307695737,1
"548",4.75532227907483,1
"549",0,1
"550",0,1
"551",5.13215899309378,1
"552",0,1
"553",0,1
"554",5.34659332349287,1
"555",0,1
"556",0,1
"557",0,1
"558",4.60376086158515,1
"559",0,1
"560",0,1
"561",5.22005366224341,1
"562",4.80853427818613,1
"563",0,1
"564",0,1
"565",0,1
"566",0,1
"567",0,1
"568",3.59087342214859,1
"569",0,1
"570",0,1
"571",0,1
"572",3.17660264125352,1
"573",0,1
"574",0,1
"575",0,1
"576",4.48342378316689,1
"577",0,1
"578",4.96782161089628,1
"579",0,1
"580",0,1
"581",0,1
"582",0,1
"583",5.15072456669017,1
"584",0,1
"585",0,1
"586",0,1
"587",0,1
"588",0,1
"589",0,1
"590",0,1
"591",0,1
"592",5.37786655479486,1
"593",5.44433285816884,1
"594",0,1
"595",0,1
"596",0,1
"597",0,1
"598",0,1
"599",3.12005193176243,1
"600",0,1
"601",0,1
"602",0,1
"603",0,1
"604",0,1
"605",4.87652199615909,1
"606",5.06838160869709,1
"607",0,1
"608",0,1
"609",5.06670280309223,1
"610",0,1
"611",5.13121216281919,1
"612",0,1
"613",0,1
"614",0,1
"615",5.53758008470073,1
"616",0,1
"617",0,1
"618",0,1
"619",0,1
"620",0,1
"621",0,1
"622",0,1
"623",0,1
"624",2.70913021479608,1
"625",0,1
"626",0,1
"627",0,1
"628",0,1
"629",0,1
"630",3.00279370618964,1
"631",0,1
"632",0,1
"633",5.50468786551021,1
"634",2.61704877306467,1
"635",0,1
"636",0,1
"637",0,1
"638",0,1
"639",0,1
"640",2.53691456682002,1
"641",3.11427954149614,1
"642",0,1
"643",0,1
"644",0,1
"645",0,1
"646",5.12056833466745,1
"647",0,1
"648",4.83834586524139,1
"649",0,1
"650",0,1
"651",5.19169478443058,1
"652",0,1
"653",0,1
"654",0,1
"655",0,1
"656",0,1
"657",0,1
"658",0,1
"659",0,1
"660",0,1
"661",0,1
"662",0,1
"663",5.24594168757978,1
"664",0,1
"665",0,1
"666",0,1
"667",0,1
"668",4.80823436086166,1
"669",0,1
"670",0,1
"671",5.04970793917162,1
"672",5.15471003117776,1
"673",3.18638774913659,1
"674",0,1
"675",0,1
"676",2.9183855128664,1
"677",4.57189461936521,1
"678",5.29295058125727,1
"679",0,1
"680",0,1
"681",0,1
"682",0,1
"683",0,1
"684",0,1
"685",0,1
"686",0,1
"687",0,1
"688",0,1
"689",0,1
"690",0,1
"691",0,1
"692",0,1
"693",0,1
"694",0,1
"695",0,1
"696",4.82101555442406,1
"697",0,1
"698",5.0791644707243,1
"699",0,1
"700",4.54203563405275,1
"701",0,1
"702",0,1
"703",0,1
"704",0,1
"705",0,1
"706",4.66794269505681,1
"707",0,1
"708",4.17903496016998,1
"709",0,1
"710",0,1
"711",0,1
"712",0,1
"713",0,1
"714",0,1
"715",0,1
"716",0,1
"717",5.08165086466452,1
"718",5.28330632150329,1
"719",3.65088893934551,1
"720",0,1
"721",0,1
"722",0,1
"723",4.38926687549717,1
"724",0,1
"725",0,1
"726",3.07431716780381,1
"727",0,1
"728",3.16155238196808,1
"729",0,1
"730",0,1
"731",0,1
"732",2.84679989924942,1
"733",0,1
"734",0,1
"735",0,1
"736",0,1
"737",0,1
"738",0,1
"739",4.73718930796764,1
"740",0,1
"741",3.47160183243496,1
"742",0,1
"743",0,1
"744",3.0445440178988,1
"745",0,1
"746",4.53234064360468,1
"747",0,1
"748",5.36587625691159,1
"749",0,1
"750",0,1
"751",4.9857512855932,1
"752",3.06197785267652,1
"753",0,1
"754",0,1
"755",3.12153526172979,1
"756",3.13275860592534,1
"757",5.18318233037002,1
"758",0,1
"759",0,1
"760",0,1
"761",5.19042340463108,1
"762",0,1
"763",0,1
"764",0,1
"765",0,1
"766",4.37693236630431,1
"767",0,1
"768",0,1
"769",0,1
"770",0,1
"771",4.31384695172475,1
"772",0,1
"773",0,1
"774",0,1
"775",0,1
"776",2.93387078760118,1
"777",3.18220518910821,1
"778",0,1
"779",5.44347814210661,1
"780",4.87647833444878,1
"781",0,1
"782",3.18231261838445,1
"783",0,1
"784",0,1
"785",0,1
"786",0,1
"787",0,1
"788",0,1
"789",0,1
"790",0,1
"791",0,1
"792",0,1
"793",0,1
"794",0,1
"795",0,1
"796",0,1
"797",5.48948365283703,1
"798",0,1
"799",0,1
"800",0,1
"801",0,1
"802",0,1
"803",0,1
"804",0,1
"805",0,1
"806",4.75154294477487,1
"807",0,1
"808",0,1
"809",0,1
"810",0,1
"811",0,1
"812",4.58978375390077,1
"813",0,1
"814",0,1
"815",0,1
"816",0,1
"817",0,1
"818",5.39015872467701,1
"819",0,1
"820",5.45516415198466,1
"821",0,1
"822",5.28426209674662,1
"823",0,1
"824",4.80619396471577,1
"825",0,1
"826",0,1
"827",0,1
"828",0,1
"829",0,1
"830",0,1
"831",0,1
"832",0,1
"833",3.27143206921446,1
"834",0,1
"835",0,1
"836",0,1
"837",0,1
"838",3.15477212440995,1
"839",2.91972200074594,1
"840",0,1
"841",4.81379434782074,1
"842",0,1
"843",0,1
"844",0,1
"845",5.60022209561987,1
"846",0,1
"847",0,1
"848",0,1
"849",0,1
"850",3.05285810629003,1
"851",0,1
"852",0,1
"853",0,1
"854",0,1
"855",0,1
"856",5.35786387892621,1
"857",0,1
"858",0,1
"859",3.24218094627772,1
"860",0,1
"861",0,1
"862",0,1
"863",0,1
"864",0,1
"865",0,1
"866",2.8184330287342,1
"867",5.2722423061222,1
"868",0,1
"869",0,1
"870",0,1
"871",0,1
"872",0,1
"873",3.60226786417038,1
"874",0,1
"875",0,1
"876",0,1
"877",0,1
"878",5.09587505712458,1
"879",3.22595968128402,1
"880",5.28153402806576,1
"881",3.00871380276229,1
"882",4.94992398021582,1
"883",0,1
"884",0,1
"885",0,1
"886",0,1
"887",0,1
"888",0,1
"889",0,1
"890",0,1
"891",0,1
"892",4.84203285993548,1
"893",0,1
"894",0,1
"895",2.58604241977975,1
"896",0,1
"897",0,1
"898",0,1
"899",4.56615061200111,1
"900",0,1
"901",0,1
"902",4.64268511186362,1
"903",0,1
"904",0,1
"905",5.54470000785945,1
"906",0,1
"907",4.51844720358279,1
"908",0,1
"909",0,1
"910",0,1
"911",0,1
"912",0,1
"913",0,1
"914",4.32722404779332,1
"915",0,1
"916",5.37274002793058,1
"917",0,1
"918",0,1
"919",0,1
"920",0,1
"921",0,1
"922",0,1
"923",0,1
"924",0,1
"925",0,1
"926",0,1
"927",0,1
"928",0,1
"929",0,1
"930",0,1
"931",3.0877978615984,1
"932",0,1
"933",2.77582843089861,1
"934",0,1
"935",0,1
"936",0,1
"937",0,1
"938",0,1
"939",3.14595689911752,1
"940",0,1
"941",0,1
"942",4.59069756721789,1
"943",4.72101091600263,1
"944",0,1
"945",0,1
"946",5.2479238683203,1
"947",0,1
"948",5.10063893397208,1
"949",5.16529739299998,1
"950",5.21189312826697,1
"951",0,1
"952",0,1
"953",5.05419047636599,1
"954",0,1
"955",0,1
"956",0,1
"957",0,1
"958",0,1
"959",0,1
"960",0,1
"961",0,1
"962",0,1
"963",0,1
"964",0,1
"965",4.71367480317977,1
"966",3.0439737000852,1
"967",0,1
"968",0,1
"969",0,1
"970",0,1
"971",0,1
"972",0,1
"973",0,1
"974",0,1
"975",3.10588078068143,1
"976",0,1
"977",0,1
"978",2.57909820574355,1
"979",0,1
"980",0,1
"981",0,1
"982",0,1
"983",4.90532693700833,1
"984",0,1
"985",0,1
"986",4.80048063134783,1
"987",5.19177497690245,1
"988",0,1
"989",5.06171424119542,1
"990",4.98175215537811,1
"991",5.03068615185178,1
"992",2.815266596865,1
"993",0,1
"994",0,1
"995",4.47415160283701,1
"996",0,1
"997",2.75134492616558,1
"998",0,1
"999",3.25043726811636,1
"1000",0,1
"1001",0,1
"1002",2.46926629255225,1
"1003",0,1
"1004",0,1
"1005",0,1
"1006",5.2348222990632,1
"1007",0,1
"1008",3.14426289134917,1
"1009",0,1
"1010",2.89814563943879,1
"1011",0,1
"1012",5.00778615914252,1
"1013",0,1
"1014",4.81900428468835,1
"1015",0,1
"1016",4.36204789722925,1
"1017",0,1
"1018",0,1
"1019",0,1
"1020",4.94324697879277,1
"1021",0,1
"1022",2.84868504118346,1
"1023",0,1
"1024",0,1
"1025",3.1227683227447,1
"1026",4.81566747484214,1
"1027",0,1
"1028",0,1
"1029",0,1
"1030",5.22834950448854,1
"1031",5.34125514936263,1
"1032",4.59522339861361,1
"1033",5.08354278654434,1
"1034",0,1
"1035",0,1
"1036",0,1
"1037",2.95132484470763,1
"1038",0,1
"1039",5.27093211882699,1
"1040",0,1
"1041",0,1
"1042",3.2330139177653,1
"1043",2.57465118308972,1
"1044",0,1
"1045",0,1
"1046",0,1
"1047",0,1
"1048",2.81534424195275,1
"1049",0,1
"1050",0,1
"1051",0,1
"1052",0,1
"1053",4.70417326232054,1
"1054",0,1
"1055",0,1
"1056",5.07671365261995,1
"1057",5.25707666789074,1
"1058",4.8932450492118,1
"1059",0,1
"1060",0,1
"1061",0,1
"1062",0,1
"1063",0,1
"1064",4.56883549038978,1
"1065",0,1
"1066",3.33558004547075,1
"1067",0,1
"1068",0,1
"1069",0,1
"1070",0,1
"1071",3.82524180188227,1
"1072",0,1
"1073",0,1
"1074",0,1
"1075",0,1
"1076",0,1
"1077",2.96258004373502,1
"1078",0,1
"1079",0,1
"1080",0,1
"1081",0,1
"1082",2.70548027424545,1
"1083",0,1
"1084",5.02594201766184,1
"1085",0,1
"1086",4.99158307232682,1
"1087",0,1
"1088",4.78873466980836,1
"1089",3.24635524931984,1
"1090",0,1
"1091",3.36288704010756,1
"1092",0,1
"1093",4.78936992688075,1
"1094",0,1
"1095",2.85477232135222,1
"1096",4.32421462947159,1
"1097",0,1
"1098",5.56347100872155,1
"1099",3.21429354291047,1
"1100",0,1
"1101",5.09708096458879,1
"1102",0,1
"1103",0,1
"1104",5.01727949246848,1
"1105",0,1
"1106",5.63587821766919,1
"1107",5.35501728611458,1
"1108",0,1
"1109",0,1
"1110",0,1
"1111",5.12219729465685,1
"1112",0,1
"1113",5.08878778137643,1
"1114",0,1
"1115",4.81242926048094,1
"1116",5.23931006495252,1
"1117",0,1
"1118",0,1
"1119",0,1
"1120",0,1
"1121",0,1
"1122",0,1
"1123",5.05961549858026,1
"1124",0,1
"1125",0,1
"1126",0,1
"1127",5.28684671359052,1
"1128",5.67866470675295,1
"1129",0,1
"1130",5.40582089238101,1
"1131",4.98156176625461,1
"1132",0,1
"1133",0,1
"1134",0,1
"1135",0,1
"1136",0,1
"1137",0,1
"1138",4.98214148977365,1
"1139",2.63141322236323,1
"1140",3.12625750821257,1
"1141",0,1
"1142",0,1
"1143",0,1
"1144",0,1
"1145",0,1
"1146",0,1
"1147",0,1
"1148",0,1
"1149",0,1
"1150",0,1
"1151",0,1
"1152",0,1
"1153",0,1
"1154",0,1
"1155",4.53179718081341,1
"1156",4.96309110768577,1
"1157",0,1
"1158",2.31653782852835,1
"1159",0,1
"1160",2.75673876830776,1
"1161",0,1
"1162",0,1
"1163",3.06087266897464,1
"1164",0,1
"1165",0,1
"1166",5.34668091815687,1
"1167",0,1
"1168",0,1
"1169",0,1
"1170",0,1
"1171",0,1
"1172",0,1
"1173",5.71223333962049,1
"1174",0,1
"1175",0,1
"1176",0,1
"1177",4.42036094468388,1
"1178",0,1
"1179",0,1
"1180",0,1
"1181",0,1
"1182",0,1
"1183",0,1
"1184",0,1
"1185",0,1
"1186",0,1
"1187",5.20226542147801,1
"1188",0,1
"1189",0,1
"1190",5.31303575111968,1
"1191",0,1
"1192",0,1
"1193",0,1
"1194",0,1
"1195",0,1
"1196",4.91973794741916,1
"1197",3.23773999234502,1
"1198",0,1
"1199",4.87343502876256,1
"1200",0,1
"1201",0,1
"1202",0,1
"1203",0,1
"1204",0,1
"1205",0,1
"1206",0,1
"1207",4.93112101852231,1
"1208",0,1
"1209",0,1
"1210",0,1
"1211",4.9033255936665,1
"1212",2.75224329523434,1
"1213",5.41809354749099,1
"1214",2.60593500616468,1
"1215",0,1
"1216",4.93314915899309,1
"1217",0,1
"1218",4.53551165418292,1
"1219",0,1
"1220",0,1
"1221",0,1
"1222",0,1
"1223",0,1
"1224",3.08859506399303,1
"1225",0,1
"1226",0,1
"1227",0,1
"1228",0,1
"1229",0,1
"1230",4.61198643406524,1
"1231",2.82635041483456,1
"1232",0,1
"1233",5.20249979299628,1
"1234",0,1
"1235",0,1
"1236",0,1
"1237",0,1
"1238",3.65437235447438,1
"1239",0,1
"1240",0,1
"1241",0,1
"1242",0,1
"1243",5.16313817208663,1
"1244",0,1
"1245",5.40718676022512,1
"1246",0,1
"1247",0,1
"1248",0,1
"1249",0,1
"1250",2.65315578087577,1
"1251",0,1
"1252",5.21998105738561,1
"1253",0,1
"1254",0,1
"1255",0,1
"1256",0,1
"1257",4.79385661175523,1
"1258",0,1
"1259",0,1
"1260",0,1
"1261",0,1
"1262",4.98691546428136,1
"1263",0,1
"1264",0,1
"1265",0,1
"1266",0,1
"1267",0,1
"1268",0,1
"1269",0,1
"1270",0,1
"1271",4.79102626955074,1
"1272",0,1
"1273",4.46602051928217,1
"1274",0,1
"1275",2.87498470944704,1
"1276",0,1
"1277",4.84542670961193,1
"1278",2.89137919455581,1
"1279",0,1
"1280",0,1
"1281",3.1782889384876,1
"1282",2.83055541620237,1
"1283",0,1
"1284",0,1
"1285",0,1
"1286",0,1
"1287",3.22367520329451,1
"1288",0,1
"1289",0,1
"1290",0,1
"1291",0,1
"1292",0,1
"1293",0,1
"1294",0,1
"1295",0,1
"1296",0,1
"1297",4.84667962257601,1
"1298",4.84103022849689,1
"1299",0,1
"1300",0,1
"1301",5.26388894270618,1
"1302",0,1
"1303",0,1
"1304",0,1
"1305",4.99521159656701,1
"1306",0,1
"1307",0,1
"1308",2.88339356806836,1
"1309",0,1
"1310",0,1
"1311",5.01171243810131,1
"1312",0,1
"1313",4.90226695342965,1
"1314",0,1
"1315",0,1
"1316",0,1
"1317",5.14539752212504,1
"1318",0,1
"1319",2.64494458689923,1
"1320",0,1
"1321",0,1
"1322",0,1
"1323",0,1
"1324",0,1
"1325",0,1
"1326",0,1
"1327",5.28609830354598,1
"1328",3.02737112767355,1
"1329",4.9115365350966,1
"1330",0,1
"1331",0,1
"1332",5.09272609165344,1
"1333",0,1
"1334",3.32039448802183,1
"1335",0,1
"1336",0,1
"1337",5.0670897960031,1
"1338",0,1
"1339",5.179829969038,1
"1340",0,1
"1341",0,1
"1342",0,1
"1343",4.38034663190311,1
"1344",0,1
"1345",0,1
"1346",5.31463723579014,1
"1347",4.67475919939363,1
"1348",0,1
"1349",0,1
"1350",0,1
"1351",0,1
"1352",0,1
"1353",0,1
"1354",0,1
"1355",0,1
"1356",0,1
"1357",0,1
"1358",0,1
"1359",5.29599920489094,1
"1360",0,1
"1361",0,1
"1362",0,1
"1363",0,1
"1364",0,1
"1365",0,1
"1366",0,1
"1367",0,1
"1368",0,1
"1369",0,1
"1370",0,1
"1371",3.17666080168093,1
"1372",0,1
"1373",5.13618562467602,1
"1374",0,1
"1375",0,1
"1376",0,1
"1377",0,1
"1378",5.151784000449,1
"1379",0,1
"1380",0,1
"1381",5.57522537445786,1
"1382",0,1
"1383",0,1
"1384",0,1
"1385",2.66576116356411,1
"1386",0,1
"1387",0,1
"1388",4.91458957147763,1
"1389",2.70389951296565,1
"1390",0,1
"1391",0,1
"1392",0,1
"1393",0,1
"1394",0,1
"1395",0,1
"1396",5.20832714631221,1
"1397",3.5597000857148,1
"1398",0,1
"1399",0,1
"1400",0,1
"1401",0,1
"1402",0,1
"1403",4.31564798777113,1
"1404",3.42699120338535,1
"1405",0,1
"1406",0,1
"1407",5.14715422532608,1
"1408",4.7640923543181,1
"1409",0,1
"1410",2.5008647850877,1
"1411",5.00572433627902,1
"1412",0,1
"1413",0,1
"1414",0,1
"1415",0,1
"1416",0,1
"1417",0,1
"1418",0,1
"1419",0,1
"1420",0,1
"1421",0,1
"1422",0,1
"1423",0,1
"1424",3.00794009638587,1
"1425",0,1
"1426",0,1
"1427",0,1
"1428",5.65208016648746,1
"1429",4.81359071205036,1
"1430",4.8320317475658,1
"1431",0,1
"1432",0,1
"1433",0,1
"1434",4.79572208139889,1
"1435",0,1
"1436",0,1
"1437",0,1
"1438",0,1
"1439",0,1
"1440",4.60877165555077,1
"1441",0,1
"1442",0,1
"1443",0,1
"1444",0,1
"1445",0,1
"1446",0,1
"1447",0,1
"1448",4.68259380950374,1
"1449",4.85652283932507,1
"1450",0,1
"1451",0,1
"1452",0,1
"1453",0,1
"1454",4.8728611282089,1
"1455",0,1
"1456",0,1
"1457",0,1
"1458",4.65445980977322,1
"1459",0,1
"1460",4.57544130872976,1
"1461",0,1
"1462",0,1
"1463",5.17644323467345,1
"1464",0,1
"1465",0,1
"1466",3.1920324117179,1
"1467",0,1
"1468",0,1
"1469",4.87175493357049,1
"1470",0,1
"1471",0,1
"1472",0,1
"1473",4.76483178956479,1
"1474",3.1992336688482,1
"1475",0,1
"1476",0,1
"1477",0,1
"1478",4.61358513975301,1
"1479",0,1
"1480",3.18530898328468,1
"1481",0,1
"1482",0,1
"1483",0,1
"1484",3.30040089860997,1
"1485",0,1
"1486",0,1
"1487",0,1
"1488",0,1
"1489",4.92551700333279,1
"1490",0,1
"1491",2.95095551265853,1
"1492",0,1
"1493",0,1
"1494",0,1
"1495",0,1
"1496",0,1
"1497",0,1
"1498",0,1
"1499",0,1
"1500",0,1
"1501",0,1
"1502",0,1
"1503",4.70142934865803,1
"1504",3.30824473019123,1
"1505",0,1
"1506",5.44111499753583,1
"1507",0,1
"1508",0,1
"1509",0,1
"1510",2.7644798453735,1
"1511",0,1
"1512",0,1
"1513",0,1
"1514",0,1
"1515",0,1
"1516",4.73455821275215,1
"1517",0,1
"1518",0,1
"1519",0,1
"1520",5.06530950165323,1
"1521",0,1
"1522",0,1
"1523",0,1
"1524",0,1
"1525",0,1
"1526",0,1
"1527",0,1
"1528",0,1
"1529",0,1
"1530",0,1
"1531",0,1
"1532",0,1
"1533",0,1
"1534",5.02320431151992,1
